submission_date,tot_cases,new_cases,tot_deaths,new_deaths,state_name
3/22/2020,169,44,1,1,Utah
3/22/2020,164,46,0,0,Arkansas
3/22/2020,0,0,0,0,Northern Mariana Islands
3/22/2020,646,121,5,4,Massachusetts
3/22/2020,22,8,0,0,Alaska
3/22/2020,64,9,2,0,Kansas
3/22/2020,591,116,6,1,Colorado
3/22/2020,23,2,1,1,Puerto Rico
3/22/2020,16,4,0,0,West Virginia
3/22/2020,79,20,0,0,Hawaii
3/22/2020,236,99,1,0,Minnesota
3/22/2020,17,11,0,0,Virgin Islands
3/22/2020,106,16,3,0,Missouri
3/22/2020,78,13,0,0,New Hampshire
3/22/2020,201,75,6,2,Indiana
3/22/2020,93,23,0,0,Maine
3/22/2020,0,0,0,0,Federated States of Micronesia
3/22/2020,249,109,1,0,Mississippi
3/22/2020,288,98,3,0,Maryland
3/22/2020,381,100,4,0,Wisconsin
3/22/2020,254,102,6,4,Virginia
3/22/2020,1049,296,9,3,Illinois
3/22/2020,234,22,4,1,South Carolina
3/22/2020,24,0,0,0,Wyoming
3/22/2020,152,48,2,1,Arizona
3/22/2020,1709,175,32,5,California
3/22/2020,97,31,0,0,Rhode Island
3/22/2020,103,16,3,0,Kentucky
3/22/2020,190,36,2,0,Nevada
3/22/2020,161,24,5,1,Oregon
3/22/2020,27,13,1,1,Guam
3/22/2020,1996,203,95,1,Washington
3/22/2020,1035,272,29,9,Louisiana
3/22/2020,30,2,0,0,North Dakota
3/22/2020,116,18,2,1,District of Columbia
3/22/2020,47,5,0,0,Idaho
3/22/2020,1035,248,8,3,Michigan
3/22/2020,50,8,0,0,Nebraska
3/22/2020,327,104,8,3,Connecticut
3/22/2020,255,71,0,0,North Carolina
3/22/2020,1914,587,20,4,New Jersey
3/22/2020,34,7,0,0,Montana
3/22/2020,56,11,0,0,Delaware
3/22/2020,52,3,2,0,Vermont
3/22/2020,157,26,0,0,Alabama
3/22/2020,479,108,2,0,Pennsylvania
3/22/2020,856,155,25,5,Georgia
3/22/2020,0,0,0,0,American Samoa
3/22/2020,0,0,0,0,Republic of Palau
3/22/2020,0,0,0,0,Marshall Islands
3/22/2020,351,104,3,0,Ohio
3/22/2020,507,0,5,0,Texas
3/22/2020,21,7,1,0,South Dakota
3/22/2020,65,8,0,0,New Mexico
3/22/2020,505,134,2,1,Tennessee
3/22/2020,90,22,0,0,Iowa
3/23/2020,507,0,8,3,Texas
3/23/2020,1077,221,31,6,Georgia
3/23/2020,36,14,0,0,Alaska
3/23/2020,83,18,0,0,New Mexico
3/23/2020,93,14,0,0,Hawaii
3/23/2020,20,4,0,0,West Virginia
3/23/2020,777,131,9,4,Massachusetts
3/23/2020,0,0,0,0,Republic of Palau
3/23/2020,442,91,6,3,Ohio
3/23/2020,615,110,2,0,Tennessee
3/23/2020,644,165,2,0,Pennsylvania
3/23/2020,720,129,7,1,Colorado
3/23/2020,101,23,1,1,New Hampshire
3/23/2020,109,16,0,0,Maine
3/23/2020,191,30,5,0,Oregon
3/23/2020,37,3,0,0,Montana
3/23/2020,1172,137,34,5,Louisiana
3/23/2020,338,104,6,2,South Carolina
3/23/2020,262,26,1,0,Minnesota
3/23/2020,51,4,0,0,Idaho
3/23/2020,320,71,1,0,Mississippi
3/23/2020,288,0,3,0,Maryland
3/23/2020,416,35,5,1,Wisconsin
3/23/2020,124,21,4,1,Kentucky
3/23/2020,297,42,0,0,North Carolina
3/23/2020,196,39,0,0,Alabama
3/23/2020,87,31,0,0,Delaware
3/23/2020,75,23,5,3,Vermont
3/23/2020,1285,236,12,3,Illinois
3/23/2020,137,21,2,0,District of Columbia
3/23/2020,253,101,2,0,Arizona
3/23/2020,245,55,4,2,Nevada
3/23/2020,1328,293,15,7,Michigan
3/23/2020,52,2,0,0,Nebraska
3/23/2020,415,88,10,2,Connecticut
3/23/2020,2221,225,110,15,Washington
3/23/2020,0,0,0,0,Federated States of Micronesia
3/23/2020,2844,930,27,7,New Jersey
3/23/2020,183,77,3,0,Missouri
3/23/2020,259,58,7,1,Indiana
3/23/2020,1931,222,35,3,California
3/23/2020,290,36,6,0,Virginia
3/23/2020,32,2,0,0,North Dakota
3/23/2020,17,0,0,0,Virgin Islands
3/23/2020,30,3,1,0,Guam
3/23/2020,26,2,0,0,Wyoming
3/23/2020,106,9,0,0,Rhode Island
3/23/2020,28,7,1,0,South Dakota
3/23/2020,31,8,2,1,Puerto Rico
3/23/2020,0,0,0,0,American Samoa
3/23/2020,105,15,0,0,Iowa
3/23/2020,81,14,2,0,Oklahoma
3/23/2020,197,33,0,0,Arkansas
3/23/2020,82,18,2,0,Kansas
3/23/2020,280,111,1,0,Utah
3/23/2020,0,0,0,0,Marshall Islands
3/23/2020,0,0,0,0,Northern Mariana Islands
3/23/2020,1141,204,17,4,Florida
3/24/2020,564,122,8,2,Ohio
3/24/2020,298,18,1,0,Utah
3/24/2020,30,2,1,0,South Dakota
3/24/2020,98,16,2,0,Kansas
3/24/2020,1159,382,11,2,Massachusetts
3/24/2020,100,17,0,0,New Mexico
3/24/2020,42,6,1,1,Alaska
3/24/2020,124,19,0,0,Iowa
3/24/2020,0,0,0,0,Northern Mariana Islands
3/24/2020,715,208,11,3,Texas
3/24/2020,230,33,2,2,Arkansas
3/24/2020,398,101,0,0,North Carolina
3/24/2020,118,9,0,0,Maine
3/24/2020,30,4,0,0,Wyoming
3/24/2020,124,18,0,0,Rhode Island
3/24/2020,377,57,2,1,Mississippi
3/24/2020,255,72,5,2,Missouri
3/24/2020,3675,831,44,17,New Jersey
3/24/2020,37,5,0,0,North Dakota
3/24/2020,1388,216,46,12,Louisiana
3/24/2020,1535,250,16,4,Illinois
3/24/2020,365,106,12,5,Indiana
3/24/2020,30,0,1,0,Guam
3/24/2020,278,33,4,0,Nevada
3/24/2020,71,20,0,0,Idaho
3/24/2020,183,46,2,0,District of Columbia
3/24/2020,287,25,1,0,Minnesota
3/24/2020,53,1,0,0,Nebraska
3/24/2020,391,101,9,3,Virginia
3/24/2020,163,39,4,0,Kentucky
3/24/2020,326,73,5,3,Arizona
3/24/2020,108,7,1,0,New Hampshire
3/24/2020,209,18,8,3,Oregon
3/24/2020,242,46,0,0,Alabama
3/24/2020,0,0,0,0,Federated States of Micronesia
3/24/2020,1791,463,24,9,Michigan
3/24/2020,2511,580,44,9,California
3/24/2020,457,41,5,0,Wisconsin
3/24/2020,104,17,0,0,Delaware
3/24/2020,349,61,4,1,Maryland
3/24/2020,95,20,7,2,Vermont
3/24/2020,17,0,0,0,Virgin Islands
3/24/2020,381,43,6,0,South Carolina
3/24/2020,48,11,0,0,Montana
3/24/2020,618,203,12,2,Connecticut
3/24/2020,2469,248,123,13,Washington
3/24/2020,851,207,7,5,Pennsylvania
3/24/2020,102,9,0,0,Hawaii
3/24/2020,106,25,3,1,Oklahoma
3/24/2020,39,19,0,0,West Virginia
3/24/2020,39,8,2,0,Puerto Rico
3/24/2020,0,0,0,0,American Samoa
3/24/2020,0,0,0,0,Republic of Palau
3/24/2020,1259,182,38,7,Georgia
3/24/2020,921,201,11,4,Colorado
3/24/2020,667,52,2,0,Tennessee
3/24/2020,1373,232,20,3,Florida
3/24/2020,0,0,0,0,Marshall Islands
3/25/2020,1540,281,47,9,Georgia
3/25/2020,346,48,1,0,Utah
3/25/2020,0,0,0,0,Northern Mariana Islands
3/25/2020,98,0,2,0,Kansas
3/25/2020,145,21,1,1,Iowa
3/25/2020,784,117,3,1,Tennessee
3/25/2020,1086,165,19,8,Colorado
3/25/2020,119,17,0,0,Hawaii
3/25/2020,41,11,1,0,South Dakota
3/25/2020,0,0,0,0,Republic of Palau
3/25/2020,4402,727,62,18,New Jersey
3/25/2020,401,75,6,1,Arizona
3/25/2020,580,231,4,0,Maryland
3/25/2020,356,101,8,3,Missouri
3/25/2020,477,112,14,2,Indiana
3/25/2020,38,8,1,0,Guam
3/25/2020,65,17,0,0,Montana
3/25/2020,1865,330,19,3,Illinois
3/25/2020,119,15,0,0,Delaware
3/25/2020,2580,111,132,9,Washington
3/25/2020,464,83,7,1,South Carolina
3/25/2020,123,52,0,0,Idaho
3/25/2020,17,0,0,0,Virgin Islands
3/25/2020,321,43,6,2,Nevada
3/25/2020,123,28,8,1,Vermont
3/25/2020,2982,471,57,13,California
3/25/2020,132,8,0,0,Rhode Island
3/25/2020,504,106,1,1,North Carolina
3/25/2020,2294,503,43,19,Michigan
3/25/2020,460,69,13,4,Virginia
3/25/2020,485,108,5,3,Mississippi
3/25/2020,64,11,0,0,Nebraska
3/25/2020,266,57,10,2,Oregon
3/25/2020,1946,558,73,27,Louisiana
3/25/2020,44,14,0,0,Wyoming
3/25/2020,198,35,5,1,Kentucky
3/25/2020,231,48,3,1,District of Columbia
3/25/2020,147,29,0,0,Maine
3/25/2020,137,29,1,0,New Hampshire
3/25/2020,386,144,0,0,Alabama
3/25/2020,45,8,0,0,North Dakota
3/25/2020,346,59,2,1,Minnesota
3/25/2020,0,0,0,0,Federated States of Micronesia
3/25/2020,875,257,19,7,Connecticut
3/25/2020,585,128,6,1,Wisconsin
3/25/2020,704,140,10,2,Ohio
3/25/2020,51,12,0,0,West Virginia
3/25/2020,1838,679,15,4,Massachusetts
3/25/2020,59,17,1,0,Alaska
3/25/2020,1861,488,23,3,Florida
3/25/2020,0,0,0,0,American Samoa
3/25/2020,112,12,1,1,New Mexico
3/25/2020,0,0,0,0,Marshall Islands
3/25/2020,223,117,7,4,Oklahoma
3/25/2020,974,259,12,1,Texas
3/25/2020,306,76,2,0,Arkansas
3/25/2020,1128,277,10,3,Pennsylvania
3/25/2020,51,12,2,0,Puerto Rico
3/26/2020,76,25,0,0,West Virginia
3/26/2020,957,173,3,0,Tennessee
3/26/2020,248,25,7,0,Oklahoma
3/26/2020,2417,579,25,10,Massachusetts
3/26/2020,1396,422,18,6,Texas
3/26/2020,867,163,15,5,Ohio
3/26/2020,1843,303,60,13,Georgia
3/26/2020,402,56,2,1,Utah
3/26/2020,69,10,1,0,Alaska
3/26/2020,168,70,3,1,Kansas
3/26/2020,2352,491,29,6,Florida
3/26/2020,1430,344,24,5,Colorado
3/26/2020,179,34,1,0,Iowa
3/26/2020,46,5,1,0,South Dakota
3/26/2020,508,107,8,2,Arizona
3/26/2020,774,194,5,1,Maryland
3/26/2020,90,25,1,1,Montana
3/26/2020,2538,673,26,7,Illinois
3/26/2020,636,132,2,1,North Carolina
3/26/2020,3207,627,147,15,Washington
3/26/2020,73,9,0,0,Nebraska
3/26/2020,17,0,0,0,Virgin Islands
3/26/2020,2856,562,60,17,Michigan
3/26/2020,1012,137,21,2,Connecticut
3/26/2020,2305,359,83,10,Louisiana
3/26/2020,399,53,4,2,Minnesota
3/26/2020,189,66,3,3,Idaho
3/26/2020,531,145,1,1,Alabama
3/26/2020,158,21,1,0,New Hampshire
3/26/2020,3777,795,64,7,California
3/26/2020,188,56,0,0,Rhode Island
3/26/2020,58,13,0,0,North Dakota
3/26/2020,645,168,17,3,Indiana
3/26/2020,47,9,1,0,Guam
3/26/2020,535,214,10,4,Nevada
3/26/2020,604,144,14,1,Virginia
3/26/2020,0,0,0,0,Federated States of Micronesia
3/26/2020,707,122,8,2,Wisconsin
3/26/2020,143,24,2,2,Delaware
3/26/2020,6876,2474,81,19,New Jersey
3/26/2020,55,11,0,0,Wyoming
3/26/2020,248,50,5,0,Kentucky
3/26/2020,502,146,8,0,Missouri
3/26/2020,316,50,11,1,Oregon
3/26/2020,155,8,0,0,Maine
3/26/2020,267,36,3,0,District of Columbia
3/26/2020,156,33,8,0,Vermont
3/26/2020,496,32,10,3,South Carolina
3/26/2020,579,94,7,2,Mississippi
3/26/2020,0,0,0,0,Northern Mariana Islands
3/26/2020,0,0,0,0,Marshall Islands
3/26/2020,136,24,1,0,New Mexico
3/26/2020,64,13,2,0,Puerto Rico
3/26/2020,349,43,3,1,Arkansas
3/26/2020,1688,560,16,6,Pennsylvania
3/26/2020,136,17,0,0,Hawaii
3/26/2020,0,0,0,0,Republic of Palau
3/26/2020,0,0,0,0,American Samoa
3/27/2020,2367,524,65,5,Georgia
3/27/2020,386,37,3,0,Arkansas
3/27/2020,171,35,0,0,Hawaii
3/27/2020,1137,270,19,4,Ohio
3/27/2020,1734,304,31,7,Colorado
3/27/2020,58,12,1,0,South Dakota
3/27/2020,85,16,2,1,Alaska
3/27/2020,466,64,2,0,Utah
3/27/2020,3240,823,35,10,Massachusetts
3/27/2020,1203,246,6,3,Tennessee
3/27/2020,1731,335,23,5,Texas
3/27/2020,96,20,0,0,West Virginia
3/27/2020,322,74,8,1,Oklahoma
3/27/2020,3054,702,46,17,Florida
3/27/2020,202,34,4,1,Kansas
3/27/2020,670,168,9,1,Missouri
3/27/2020,1291,279,27,6,Connecticut
3/27/2020,165,22,2,0,Delaware
3/27/2020,0,0,0,0,Federated States of Micronesia
3/27/2020,842,135,13,5,Wisconsin
3/27/2020,3657,801,92,32,Michigan
3/27/2020,2746,441,119,36,Louisiana
3/27/2020,89,16,2,2,Nebraska
3/27/2020,8825,1949,108,27,New Jersey
3/27/2020,4730,953,107,43,California
3/27/2020,579,83,14,4,South Carolina
3/27/2020,68,10,1,1,North Dakota
3/27/2020,621,86,29,19,Nevada
3/27/2020,304,37,4,1,District of Columbia
3/27/2020,764,128,3,1,North Carolina
3/27/2020,73,18,0,0,Wyoming
3/27/2020,414,98,12,1,Oregon
3/27/2020,774,0,5,0,Maryland
3/27/2020,579,0,8,1,Mississippi
3/27/2020,604,0,14,0,Virginia
3/27/2020,184,28,10,2,Vermont
3/27/2020,230,41,4,1,Idaho
3/27/2020,51,4,1,0,Guam
3/27/2020,302,54,8,3,Kentucky
3/27/2020,121,31,1,0,Montana
3/27/2020,203,15,0,0,Rhode Island
3/27/2020,981,336,24,7,Indiana
3/27/2020,168,13,1,1,Maine
3/27/2020,19,2,0,0,Virgin Islands
3/27/2020,665,157,13,5,Arizona
3/27/2020,3723,516,175,28,Washington
3/27/2020,3026,488,34,8,Illinois
3/27/2020,187,29,2,1,New Hampshire
3/27/2020,639,108,3,2,Alabama
3/27/2020,399,0,4,0,Minnesota
3/27/2020,0,0,0,0,Republic of Palau
3/27/2020,191,55,1,0,New Mexico
3/27/2020,2219,531,22,6,Pennsylvania
3/27/2020,0,0,0,0,American Samoa
3/27/2020,0,0,0,0,Northern Mariana Islands
3/27/2020,235,56,3,2,Iowa
3/27/2020,0,0,0,0,Marshall Islands
3/27/2020,79,15,3,1,Puerto Rico
3/28/2020,261,59,5,1,Kansas
3/28/2020,0,0,0,0,American Samoa
3/28/2020,0,0,0,0,Republic of Palau
3/28/2020,2592,225,79,14,Georgia
3/28/2020,3877,823,56,10,Florida
3/28/2020,2752,533,34,12,Pennsylvania
3/28/2020,100,21,3,0,Puerto Rico
3/28/2020,68,10,1,0,South Dakota
3/28/2020,588,122,2,0,Utah
3/28/2020,113,17,0,0,West Virginia
3/28/2020,2,2,0,0,Northern Mariana Islands
3/28/2020,0,0,0,0,Marshall Islands
3/28/2020,4257,1017,44,9,Massachusetts
3/28/2020,298,63,3,0,Iowa
3/28/2020,214,27,2,0,New Hampshire
3/28/2020,211,27,12,2,Vermont
3/28/2020,1524,233,33,6,Connecticut
3/28/2020,3315,569,137,18,Louisiana
3/28/2020,738,117,14,-15,Nevada
3/28/2020,211,43,1,0,Maine
3/28/2020,709,130,17,3,South Carolina
3/28/2020,342,38,5,1,District of Columbia
3/28/2020,94,26,1,0,North Dakota
3/28/2020,3491,465,47,13,Illinois
3/28/2020,55,4,1,0,Guam
3/28/2020,773,108,15,2,Arizona
3/28/2020,479,65,13,1,Oregon
3/28/2020,108,19,2,0,Nebraska
3/28/2020,935,171,4,1,North Carolina
3/28/2020,4310,587,189,14,Washington
3/28/2020,4650,993,111,19,Michigan
3/28/2020,992,218,5,0,Maryland
3/28/2020,0,0,0,0,Federated States of Micronesia
3/28/2020,11124,2299,140,32,New Jersey
3/28/2020,214,49,5,3,Delaware
3/28/2020,989,147,13,0,Wisconsin
3/28/2020,147,26,1,0,Montana
3/28/2020,838,168,10,1,Missouri
3/28/2020,23,4,0,0,Virgin Islands
3/28/2020,5259,529,119,12,California
3/28/2020,239,36,2,2,Rhode Island
3/28/2020,394,92,9,1,Kentucky
3/28/2020,739,135,17,3,Virginia
3/28/2020,1232,251,31,7,Indiana
3/28/2020,441,42,5,1,Minnesota
3/28/2020,261,31,5,1,Idaho
3/28/2020,84,11,0,0,Wyoming
3/28/2020,663,84,13,5,Mississippi
3/28/2020,720,81,3,0,Alabama
3/28/2020,199,28,0,0,Hawaii
3/28/2020,2061,327,44,13,Colorado
3/28/2020,208,17,2,1,New Mexico
3/28/2020,377,55,15,7,Oklahoma
3/28/2020,102,17,2,0,Alaska
3/28/2020,1373,170,6,0,Tennessee
3/28/2020,1406,269,25,6,Ohio
3/28/2020,2052,321,27,4,Texas
3/28/2020,409,23,5,2,Arkansas
3/29/2020,0,0,0,0,Republic of Palau
3/29/2020,1537,164,7,1,Tennessee
3/29/2020,3394,642,38,4,Pennsylvania
3/29/2020,481,104,17,2,Oklahoma
3/29/2020,114,12,3,1,Alaska
3/29/2020,4768,891,60,4,Florida
3/29/2020,124,11,1,1,West Virginia
3/29/2020,336,38,4,1,Iowa
3/29/2020,90,22,1,0,South Dakota
3/29/2020,2552,500,34,7,Texas
3/29/2020,443,34,6,1,Arkansas
3/29/2020,5739,480,137,18,California
3/29/2020,5486,836,132,21,Michigan
3/29/2020,1993,469,34,1,Connecticut
3/29/2020,1020,281,25,8,Virginia
3/29/2020,903,65,12,2,Missouri
3/29/2020,120,12,2,0,Nebraska
3/29/2020,576,135,10,5,Minnesota
3/29/2020,439,45,9,0,Kentucky
3/29/2020,822,113,23,6,South Carolina
3/29/2020,58,3,1,0,Guam
3/29/2020,3540,225,151,14,Louisiana
3/29/2020,23,0,0,0,Virgin Islands
3/29/2020,232,18,6,1,Delaware
3/29/2020,0,0,0,0,Federated States of Micronesia
3/29/2020,310,49,6,1,Idaho
3/29/2020,98,4,1,0,North Dakota
3/29/2020,253,42,3,2,Maine
3/29/2020,1514,282,32,1,Indiana
3/29/2020,87,3,0,0,Wyoming
3/29/2020,173,26,2,1,Montana
3/29/2020,4596,1105,65,18,Illinois
3/29/2020,4506,196,189,0,Washington
3/29/2020,989,0,13,0,Wisconsin
3/29/2020,847,184,16,3,Mississippi
3/29/2020,1239,247,10,5,Maryland
3/29/2020,258,44,3,1,New Hampshire
3/29/2020,294,55,3,1,Rhode Island
3/29/2020,830,110,4,1,Alabama
3/29/2020,548,69,13,0,Oregon
3/29/2020,1167,232,5,1,North Carolina
3/29/2020,920,182,15,1,Nevada
3/29/2020,13386,2262,161,21,New Jersey
3/29/2020,235,24,12,0,Vermont
3/29/2020,919,146,17,2,Arizona
3/29/2020,401,59,9,4,District of Columbia
3/29/2020,2835,243,84,5,Georgia
3/29/2020,127,27,5,2,Puerto Rico
3/29/2020,1653,247,29,4,Ohio
3/29/2020,319,58,6,1,Kansas
3/29/2020,2,0,0,0,Northern Mariana Islands
3/29/2020,0,0,0,0,American Samoa
3/29/2020,789,201,3,1,Utah
3/29/2020,230,31,0,0,Hawaii
3/29/2020,2307,246,47,3,Colorado
3/29/2020,4955,698,48,4,Massachusetts
3/29/2020,0,0,0,0,Marshall Islands
3/29/2020,237,29,2,0,New Mexico
3/30/2020,0,0,0,0,Marshall Islands
3/30/2020,174,47,7,2,Puerto Rico
3/30/2020,504,61,7,1,Arkansas
3/30/2020,4087,693,49,11,Pennsylvania
3/30/2020,0,0,0,0,American Samoa
3/30/2020,281,44,4,2,New Mexico
3/30/2020,368,49,8,2,Kansas
3/30/2020,424,88,6,2,Iowa
3/30/2020,2,0,0,0,Northern Mariana Islands
3/30/2020,806,17,5,2,Utah
3/30/2020,2627,320,51,4,Colorado
3/30/2020,109,11,3,2,North Dakota
3/30/2020,145,25,2,0,Nebraska
3/30/2020,256,21,12,0,Vermont
3/30/2020,480,41,11,2,Kentucky
3/30/2020,969,147,26,3,South Carolina
3/30/2020,95,8,0,0,Wyoming
3/30/2020,1221,232,14,1,Wisconsin
3/30/2020,495,94,9,0,District of Columbia
3/30/2020,6909,1170,151,14,California
3/30/2020,1157,238,20,3,Arizona
3/30/2020,0,0,0,0,Federated States of Micronesia
3/30/2020,1031,128,13,1,Missouri
3/30/2020,937,90,20,4,Mississippi
3/30/2020,2571,578,36,2,Connecticut
3/30/2020,303,50,5,2,Maine
3/30/2020,184,11,4,2,Montana
3/30/2020,16636,3250,198,37,New Jersey
3/30/2020,1307,140,6,1,North Carolina
3/30/2020,1786,272,35,3,Indiana
3/30/2020,576,0,10,0,Minnesota
3/30/2020,479,185,4,1,Rhode Island
3/30/2020,1044,124,17,2,Nevada
3/30/2020,60,2,1,0,Guam
3/30/2020,5057,461,73,8,Illinois
3/30/2020,4025,485,185,34,Louisiana
3/30/2020,264,32,7,1,Delaware
3/30/2020,6498,1012,184,52,Michigan
3/30/2020,314,56,3,0,New Hampshire
3/30/2020,30,7,0,0,Virgin Islands
3/30/2020,947,117,6,2,Alabama
3/30/2020,415,105,7,1,Idaho
3/30/2020,4896,390,195,6,Washington
3/30/2020,1020,0,27,2,Virginia
3/30/2020,1660,421,18,8,Maryland
3/30/2020,606,58,16,3,Oregon
3/30/2020,481,0,17,0,Oklahoma
3/30/2020,252,22,0,0,Hawaii
3/30/2020,0,0,0,0,Republic of Palau
3/30/2020,3224,389,103,19,Georgia
3/30/2020,119,5,3,0,Alaska
3/30/2020,101,11,1,0,South Dakota
3/30/2020,1834,297,13,6,Tennessee
3/30/2020,2877,325,38,4,Texas
3/30/2020,1933,280,39,10,Ohio
3/30/2020,5489,721,71,11,Florida
3/30/2020,5752,797,56,8,Massachusetts
3/30/2020,145,21,1,0,West Virginia
3/31/2020,2966,339,69,18,Colorado
3/31/2020,4236,1012,130,27,Georgia
3/31/2020,934,128,5,0,Utah
3/31/2020,315,34,5,1,New Mexico
3/31/2020,2199,266,55,16,Ohio
3/31/2020,283,31,1,1,Hawaii
3/31/2020,428,60,9,1,Kansas
3/31/2020,0,0,0,0,American Samoa
3/31/2020,2,0,0,0,Northern Mariana Islands
3/31/2020,6490,1001,85,14,Florida
3/31/2020,0,0,0,0,Republic of Palau
3/31/2020,497,73,7,1,Iowa
3/31/2020,0,0,0,0,Federated States of Micronesia
3/31/2020,319,55,10,3,Delaware
3/31/2020,293,37,13,1,Vermont
3/31/2020,520,41,8,4,Rhode Island
3/31/2020,8131,1222,172,21,California
3/31/2020,525,110,9,2,Idaho
3/31/2020,5237,1212,239,54,Louisiana
3/31/2020,367,53,3,0,New Hampshire
3/31/2020,18696,2060,267,69,New Jersey
3/31/2020,1327,296,14,1,Missouri
3/31/2020,1660,0,18,0,Maryland
3/31/2020,1351,130,16,2,Wisconsin
3/31/2020,30,0,0,0,Virgin Islands
3/31/2020,177,32,3,1,Nebraska
3/31/2020,1484,464,34,7,Virginia
3/31/2020,120,25,0,0,Wyoming
3/31/2020,690,84,18,2,Oregon
3/31/2020,203,19,5,1,Montana
3/31/2020,1131,162,30,4,South Carolina
3/31/2020,2159,373,49,14,Indiana
3/31/2020,1073,136,22,2,Mississippi
3/31/2020,999,52,13,7,Alabama
3/31/2020,495,0,9,0,District of Columbia
3/31/2020,71,11,2,1,Guam
3/31/2020,1113,69,26,9,Nevada
3/31/2020,689,113,17,7,Minnesota
3/31/2020,5994,937,99,26,Illinois
3/31/2020,1498,191,8,2,North Carolina
3/31/2020,1289,132,24,4,Arizona
3/31/2020,3128,557,69,33,Connecticut
3/31/2020,4896,0,195,0,Washington
3/31/2020,7615,1117,259,75,Michigan
3/31/2020,591,111,18,7,Kentucky
3/31/2020,303,0,5,0,Maine
3/31/2020,126,17,3,0,North Dakota
3/31/2020,4843,756,63,14,Pennsylvania
3/31/2020,0,0,0,0,Marshall Islands
3/31/2020,565,84,23,6,Oklahoma
3/31/2020,560,56,8,1,Arkansas
3/31/2020,2239,405,23,10,Tennessee
3/31/2020,108,7,1,0,South Dakota
3/31/2020,3266,389,41,3,Texas
3/31/2020,6620,868,89,33,Massachusetts
3/31/2020,133,14,3,0,Alaska
3/31/2020,162,17,1,0,West Virginia
3/31/2020,239,65,8,1,Puerto Rico
4/1/2020,482,54,10,1,Kansas
4/1/2020,1012,78,7,2,Utah
4/1/2020,4806,570,154,24,Georgia
4/1/2020,3342,376,80,11,Colorado
4/1/2020,143,10,3,0,Alaska
4/1/2020,5805,962,74,11,Pennsylvania
4/1/2020,2547,348,65,10,Ohio
4/1/2020,2240,1,23,0,Tennessee
4/1/2020,549,52,9,2,Iowa
4/1/2020,7495,1005,101,16,Florida
4/1/2020,286,47,11,3,Puerto Rico
4/1/2020,0,0,0,0,Republic of Palau
4/1/2020,147,21,3,0,North Dakota
4/1/2020,3557,429,85,16,Connecticut
4/1/2020,22255,3559,355,88,New Jersey
4/1/2020,30,0,0,0,Virgin Islands
4/1/2020,1348,217,32,2,South Carolina
4/1/2020,214,37,4,1,Nebraska
4/1/2020,6424,1187,273,34,Louisiana
4/1/2020,77,6,3,1,Guam
4/1/2020,5319,423,246,51,Washington
4/1/2020,742,53,18,1,Minnesota
4/1/2020,228,25,5,0,Montana
4/1/2020,344,41,7,2,Maine
4/1/2020,1279,166,32,6,Nevada
4/1/2020,669,144,9,0,Idaho
4/1/2020,680,89,20,2,Kentucky
4/1/2020,321,28,16,3,Vermont
4/1/2020,1706,222,41,7,Virginia
4/1/2020,415,48,4,1,New Hampshire
4/1/2020,1584,86,9,1,North Carolina
4/1/2020,1581,254,18,4,Missouri
4/1/2020,368,49,11,1,Delaware
4/1/2020,2565,406,65,16,Indiana
4/1/2020,1550,199,24,8,Wisconsin
4/1/2020,0,0,0,0,Federated States of Micronesia
4/1/2020,137,17,0,0,Wyoming
4/1/2020,1413,124,29,5,Arizona
4/1/2020,1985,325,31,13,Maryland
4/1/2020,736,46,18,0,Oregon
4/1/2020,6980,986,141,42,Illinois
4/1/2020,1177,104,26,4,Mississippi
4/1/2020,586,91,11,2,District of Columbia
4/1/2020,9334,1719,337,78,Michigan
4/1/2020,8155,24,172,0,California
4/1/2020,566,46,10,2,Rhode Island
4/1/2020,1106,107,17,4,Alabama
4/1/2020,0,0,0,0,American Samoa
4/1/2020,129,21,2,1,South Dakota
4/1/2020,7738,1118,122,33,Massachusetts
4/1/2020,3997,731,58,17,Texas
4/1/2020,363,48,6,1,New Mexico
4/1/2020,191,29,2,1,West Virginia
4/1/2020,614,54,10,2,Arkansas
4/1/2020,719,154,30,7,Oklahoma
4/1/2020,0,0,0,0,Marshall Islands
4/1/2020,8,6,0,0,Northern Mariana Islands
4/1/2020,311,28,1,0,Hawaii
4/2/2020,165,36,2,0,South Dakota
4/2/2020,879,160,34,4,Oklahoma
4/2/2020,614,65,11,2,Iowa
4/2/2020,1165,153,7,0,Utah
4/2/2020,0,0,0,0,Republic of Palau
4/2/2020,147,4,3,0,Alaska
4/2/2020,350,39,2,1,Hawaii
4/2/2020,0,0,0,0,Marshall Islands
4/2/2020,1603,255,39,7,South Carolina
4/2/2020,891,222,9,0,Idaho
4/2/2020,25590,3335,537,182,New Jersey
4/2/2020,653,67,12,1,District of Columbia
4/2/2020,376,32,7,0,Maine
4/2/2020,1730,180,31,7,Wisconsin
4/2/2020,1270,164,17,0,Alabama
4/2/2020,159,12,3,0,North Dakota
4/2/2020,789,47,22,4,Minnesota
4/2/2020,770,90,31,11,Kentucky
4/2/2020,244,16,5,0,Montana
4/2/2020,9150,2726,310,37,Louisiana
4/2/2020,150,13,0,0,Wyoming
4/2/2020,9191,1036,203,31,California
4/2/2020,826,90,21,3,Oregon
4/2/2020,1834,253,19,1,Missouri
4/2/2020,1358,181,29,3,Mississippi
